no,type,Word,Sub_Type,Type2,Type3,wildcard,Comment,sort,multiword,duplicate,regex_matches,word_copy,word_en
9720,,schwindel(t|en) (.* )?spezialist(en|in|innen)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenspezialistenininnen,TRUE,FALSE,0,schwindel(t|en) (.* )?spezialist(en|in|innen)?,dizziness (.* )?specialist(s)?
9721,,schwindel(t|en) (.* )?system,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltensystem,TRUE,FALSE,0,schwindel(t|en) (.* )?system,dizziness (.* )?system
9722,,schwindel(t|en) (.* )?wirtschaft,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenwirtschaft,TRUE,FALSE,0,schwindel(t|en) (.* )?wirtschaft,dizziness (.* )?economy
9723,,schwindel(t|en) (.* )?wissenschaft(en)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenwissenschaften,TRUE,FALSE,0,schwindel(t|en) (.* )?wissenschaft(en)?,dizziness(s) (.* )?science(s)?
9724,,schwindel(t|en) (.* )?wissenschaft(l)?er(innen|in)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenwissenschaftlerinnenin,TRUE,FALSE,0,schwindel(t|en) (.* )?wissenschaft(l)?er(innen|in)?,dizzy(s) (.* )?scientist(s)?
9725,,(sehen|schauen|blicken) ([^[:space:]]*)medien (.* )?(her|hin)(ab|unter),"abgehobene, dreiste eliten",conflictive,anti-elitism,regex,never appeared term,sehenschauenblicken[^[:space:]]medienherhinabunter,TRUE,FALSE,0,(sehen|schauen|blicken) ([^[:space:]]*)medien (.* )?(her|hin)(ab|unter),(see|look|gaze) ([^[:space:]]*)media (.* )?(here|there)(down|under)
9726,,(sehen|schauen|blicken) (.* )?fachleute (.* )?(her|hin)(ab|unter),"abgehobene, dreiste eliten",conflictive,anti-elitism,regex,never appeared term,sehenschauenblickenfachleuteherhinabunter,TRUE,FALSE,0,(sehen|schauen|blicken) (.* )?fachleute (.* )?(her|hin)(ab|unter),(see|look|gaze) (.* )?experts (.* )?(here|there)(down|under)
9727,,(sehen|schauen|blicken) (.* )?multis (.* )?(her|hin)(ab|unter),"abgehobene, dreiste eliten",conflictive,anti-elitism,regex,never appeared term,sehenschauenblickenmultisherhinabunter,TRUE,FALSE,0,(sehen|schauen|blicken) (.* )?multis (.* )?(her|hin)(ab|unter),(see|look|gaze) (.* )?multis (.* )?(here|there)(down|under)
9728,,(sehen|schauen|blicken) (.* )?parteien (.* )?(her|hin)(ab|unter),"abgehobene, dreiste eliten",conflictive,anti-elitism,regex,never appeared term,sehenschauenblickenparteienherhinabunter,TRUE,FALSE,0,(sehen|schauen|blicken) (.* )?parteien (.* )?(her|hin)(ab|unter),(see|look|gaze) (.* )?parties (.* )?(here|there)(down|under)
9729,,selbst ernannt(.*) expert(.*),zzz_none,conflictive,anti-elitism,regex,never appeared term,selbsternanntexpert,TRUE,FALSE,0,selbst ernannt(.*) expert(.*),self-appointed(.*) expert(.*)
9730,,selbstherrlich(e|er|en) ([^[:space:]]*)elite(n)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheeren[^[:space:]]eliten,TRUE,FALSE,0,selbstherrlich(e|er|en) ([^[:space:]]*)elite(n)?,autocratic ([^[:space:]]*)elite(s)?
9731,,selbstherrlich(e|er|en) ([^[:space:]]*)medien,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheeren[^[:space:]]medien,TRUE,FALSE,0,selbstherrlich(e|er|en) ([^[:space:]]*)medien,autocratic ([^[:space:]]*)media
9732,,selbstherrlich(e|er|en) bÃ¼rokratie,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenbÃ¼rokratie,TRUE,FALSE,0,selbstherrlich(e|er|en) bÃ¼rokratie,autocratic bureaucracy
9733,,selbstherrlich(e|er|en|em) ([^[:space:]]*)kapitalist(en|in|innen)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenem[^[:space:]]kapitalistenininnen,TRUE,FALSE,0,selbstherrlich(e|er|en|em) ([^[:space:]]*)kapitalist(en|in|innen)?,autocratic ([^[:space:]]*)capitalist(s)?
9734,,selbstherrlich(e|er|en|em) ([^[:space:]]*)konzern(e|es|s|en)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenem[^[:space:]]konzerneessen,TRUE,FALSE,0,selbstherrlich(e|er|en|em) ([^[:space:]]*)konzern(e|es|s|en)?,autocratic(e|er|en|em) ([^[:space:]]*)corporation(s|es|s)?
9735,,selbstherrlich(e|er|en|em) bÃ¼rokrat(en|in|innen)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenembÃ¼rokratenininnen,TRUE,FALSE,0,selbstherrlich(e|er|en|em) bÃ¼rokrat(en|in|innen)?,autocratic bureaucrat(s)?
9736,,selbstherrlich(e|er|en|em) expert(e|en|in|innen),diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemexperteenininnen,TRUE,FALSE,0,selbstherrlich(e|er|en|em) expert(e|en|in|innen),self-important expert(s)
9737,,selbstherrlich(e|er|en|em) fachm(a|Ã¤)nn(er|s|es|e|ern)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemfachmaÃ¤nnerseseern,TRUE,FALSE,0,selbstherrlich(e|er|en|em) fachm(a|Ã¤)nn(er|s|es|e|ern)?,self-righteous expert(s)?
9738,,selbstherrlich(e|er|en|em) forscher(s|n|innen|in)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemforschersninnenin,TRUE,FALSE,0,selbstherrlich(e|er|en|em) forscher(s|n|innen|in)?,self-righteous researcher(s)?
9739,,selbstherrlich(e|er|en|em) gelehrte(n|r)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemgelehrtenr,TRUE,FALSE,0,selbstherrlich(e|er|en|em) gelehrte(n|r)?,self-righteous scholar?
9740,,selbstherrlich(e|er|en|em) gro(ÃŸ|ss)unternehme(r|rs|rn|rin|rinnen|n)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemgroÃŸssunternehmerrsrnrinrinnenn,TRUE,FALSE,0,selbstherrlich(e|er|en|em) gro(ÃŸ|ss)unternehme(r|rs|rn|rin|rinnen|n)?,autocratic big business(es)?
9741,,selbstherrlich(e|er|en|em) herrschende(n|r)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemherrschendenr,TRUE,FALSE,0,selbstherrlich(e|er|en|em) herrschende(n|r)?,autocratic ruler(s)?
9742,,selbstherrlich(e|er|en|em) intellektuelle(n|r)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemintellektuellenr,TRUE,FALSE,0,selbstherrlich(e|er|en|em) intellektuelle(n|r)?,self-righteous intellectual?
9743,,selbstherrlich(e|er|en|em) journalismus,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemjournalismus,TRUE,FALSE,0,selbstherrlich(e|er|en|em) journalismus,autocratic journalism
9744,,selbstherrlich(e|er|en|em) journalist(en|in|innen)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemjournalistenininnen,TRUE,FALSE,0,selbstherrlich(e|er|en|em) journalist(en|in|innen)?,self-righteous journalists?
9745,,selbstherrlich(e|er|en|em) leistungstrÃ¤ger(s|n|innen|in)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemleistungstrÃ¤gersninnenin,TRUE,FALSE,0,selbstherrlich(e|er|en|em) leistungstrÃ¤ger(s|n|innen|in)?,self-important high achiever(s)?
9746,,selbstherrlich(e|er|en|em) medienvertreter(s|n|innen|in)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemmedienvertretersninnenin,TRUE,FALSE,0,selbstherrlich(e|er|en|em) medienvertreter(s|n|innen|in)?,autocratic media representative(s)?
9747,,selbstherrlich(e|er|en|em) politiker(s|n|innen|in)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenempolitikersninnenin,TRUE,FALSE,0,selbstherrlich(e|er|en|em) politiker(s|n|innen|in)?,autocratic politician(s)?
9748,,selbstherrlich(e|er|en|em) regent(en|in|innen)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemregentenininnen,TRUE,FALSE,0,selbstherrlich(e|er|en|em) regent(en|in|innen)?,autocratic ruler(s)?
9749,,selbstherrlich(e|er|en|em) regierende(n|r)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemregierendenr,TRUE,FALSE,0,selbstherrlich(e|er|en|em) regierende(n|r)?,autocratic ruler(s)?
9750,,selbstherrlich(e|er|en|em) souverÃ¤n(s)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemsouverÃ¤ns,TRUE,FALSE,0,selbstherrlich(e|er|en|em) souverÃ¤n(s)?,autocratic sovereign?
9751,,selbstherrlich(e|er|en|em) spezialist(en|in|innen)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemspezialistenininnen,TRUE,FALSE,0,selbstherrlich(e|er|en|em) spezialist(en|in|innen)?,self-righteous specialist(s)?
9752,,selbstherrlich(e|er|en|em) wissenschaft(l)?er(s|n|innen|in)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenemwissenschaftlersninnenin,TRUE,FALSE,0,selbstherrlich(e|er|en|em) wissenschaft(l)?er(s|n|innen|in)?,autocratic scientist(s)?
9753,,selbstherrlich(e|er|en) fachfrau(en)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenfachfrauen,TRUE,FALSE,0,selbstherrlich(e|er|en) fachfrau(en)?,self-righteous professional(s)?
9754,,selbstherrlich(e|er|en) fachleute(n)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenfachleuten,TRUE,FALSE,0,selbstherrlich(e|er|en) fachleute(n)?,self-righteous experts?
9755,,selbstherrlich(e|er|en) forschung,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenforschung,TRUE,FALSE,0,selbstherrlich(e|er|en) forschung,autocratic research
9756,,selbstherrlich(e|er|en) multis,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenmultis,TRUE,FALSE,0,selbstherrlich(e|er|en) multis,autocratic multinationals
9757,,selbstherrlich(e|er|en) partei,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenpartei,TRUE,FALSE,0,selbstherrlich(e|er|en) partei,autocratic party
9758,,selbstherrlich(e|er|en) parteien,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenparteien,TRUE,FALSE,0,selbstherrlich(e|er|en) parteien,autocratic parties
9759,,selbstherrlich(e|er|en) wirtschaft,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenwirtschaft,TRUE,FALSE,0,selbstherrlich(e|er|en) wirtschaft,autocratic economy
9760,,selbstherrlich(e|er|en) wissenschaft(en)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheerenwissenschaften,TRUE,FALSE,0,selbstherrlich(e|er|en) wissenschaft(en)?,autocratic science(s)?
9761,,selbstherrlich(e|er|es|en|em) konglomerat(e|es|s|en)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheeresenemkonglomerateessen,TRUE,FALSE,0,selbstherrlich(e|er|es|en|em) konglomerat(e|es|s|en)?,autocratic(e|he|es|en|em) conglomerate(e|es|s|en)?
9762,,selbstherrlich(e|er|es|en|em) politiker(s|n|innen|in)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheeresenempolitikersninnenin,TRUE,FALSE,0,selbstherrlich(e|er|es|en|em) politiker(s|n|innen|in)?,autocratic politician(s)?
9763,,selbstherrlich(e|es|en|em) ([^[:space:]]*)establishment(s)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheesenem[^[:space:]]establishments,TRUE,FALSE,0,selbstherrlich(e|es|en|em) ([^[:space:]]*)establishment(s)?,autocratic(e|es|en|em) ([^[:space:]]*)establishment(s)?
9764,,selbstherrlich(e|es|en|em) system(s)?,diktatorische eliten,conflictive,sovereignty,regex,never appeared term,selbstherrlicheesenemsystems,TRUE,FALSE,0,selbstherrlich(e|es|en|em) system(s)?,autocratic system(s)?
9765,,setz(t|en) sich (.* )?allgemeinheit (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichallgemeinheitzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?allgemeinheit (.* )?zur wehr,defend themselves (.* )?the general public (.* )?
9766,,setz(t|en) sich (.* )?angestellte(n|r)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichangestelltenrzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?angestellte(n|r)? (.* )?zur wehr,defend themselves (.* )?employees? (.* )?
9767,,setz(t|en) sich (.* )?arbeiter(innen|in)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensicharbeiterinneninzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?arbeiter(innen|in)? (.* )?zur wehr,defend themselves (.* )?workers? (.* )?
9768,,setz(t|en) sich (.* )?arbeiterschaft (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensicharbeiterschaftzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?arbeiterschaft (.* )?zur wehr,set themselves (.* )?workers (.* )?defend themselves
9769,,setz(t|en) sich (.* )?arbeitnehmer(innen|in)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensicharbeitnehmerinneninzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?arbeitnehmer(innen|in)? (.* )?zur wehr,do (.* )?employees? (.* )?defend themselves
9770,,setz(t|en) sich (.* )?(be|ein)wohner(innen|in)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichbeeinwohnerinneninzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?(be|ein)wohner(innen|in)? (.* )?zur wehr,do (.* )?(residents|in)? (.* )?defend themselves
9771,,setz(t|en) sich (.* )?berufstÃ¤tige(n|r)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichberufstÃ¤tigenrzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?berufstÃ¤tige(n|r)? (.* )?zur wehr,do (.* )?working people? (.* )?defend themselves
9772,,setz(t|en) sich (.* )?beschÃ¤ftigte(n|r)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichbeschÃ¤ftigtenrzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?beschÃ¤ftigte(n|r)? (.* )?zur wehr,do (.* )?employees? (.* )?defend themselves
9773,,setz(t|en) sich (.* )?bevÃ¶lkerung (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichbevÃ¶lkerungzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?bevÃ¶lkerung (.* )?zur wehr,set(t|en) themselves (.* )?population (.* )?to defend themselves
9774,,setz(t|en) sich (.* )?bÃ¼ezer(innen|in)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichbÃ¼ezerinneninzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?bÃ¼ezer(innen|in)? (.* )?zur wehr,set(t|en) themselves (.* )?workers? (.* )?to defend themselves
9775,,setz(t|en) sich (.* )?bÃ¼rger(innen|in)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichbÃ¼rgerinneninzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?bÃ¼rger(innen|in)? (.* )?zur wehr,defend themselves (.* )?citizens? (.* )?
9776,,setz(t|en) sich (.* )?deutsche(n|r|s)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichdeutschenrszurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?deutsche(n|r|s)? (.* )?zur wehr,did (.* )?Germans? (.* )? defend themselves
9777,,setz(t|en) sich (.* )?eidgen(o|Ã¶)ss(e|en|in|innen) (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensicheidgenoÃ¶sseenininnenzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?eidgen(o|Ã¶)ss(e|en|in|innen) (.* )?zur wehr,set(t|en) themselves (.* )?federates(o|Ã¶)ss(e|en|in|innen) (.* )?to defend
9778,,setz(t|en) sich (.* )?einheimische(n|r)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensicheinheimischenrzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?einheimische(n|r)? (.* )?zur wehr,did (.* )?local(s)? (.* )?defend themselves
9779,,setz(t|en) sich (.* )?erwerbstÃ¤tige(n|r)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensicherwerbstÃ¤tigenrzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?erwerbstÃ¤tige(n|r)? (.* )?zur wehr,do (.* )?employed people? (.* )?defend themselves
9780,,setz(t|en) sich (.* )?(frauen und mÃ¤nner|mÃ¤nner und frauen) (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichfrauenundmÃ¤nnermÃ¤nnerundfrauenzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?(frauen und mÃ¤nner|mÃ¤nner und frauen) (.* )?zur wehr,set themselves (.* )?(women and men|men and women) (.* )?to defend themselves
9781,,setz(t|en) sich (.* )?frau(en)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichfrauenzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?frau(en)? (.* )?zur wehr,defend themselves (.* )?woman(s)? (.* )?
9782,,setz(t|en) sich (.* )?hackler(innen|in)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichhacklerinneninzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?hackler(innen|in)? (.* )?zur wehr,set(t|en) themselves (.* )?hard workers? (.* )?to defend themselves
9783,,setz(t|en) sich (.* )?konsument(innen|in)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichkonsumentinneninzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?konsument(innen|in)? (.* )?zur wehr,do consumers (.* ) defend themselves? (.* )?
9784,,setz(t|en) sich (.* )?landsfrau(en)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichlandsfrauenzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?landsfrau(en)? (.* )?zur wehr,defend themselves (.* )?compatriots? (.* )?
9785,,setz(t|en) sich (.* )?landsleute (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichlandsleutezurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?landsleute (.* )?zur wehr,did (.* )?compatriots (.* )?defend themselves
9786,,setz(t|en) sich (.* )?landsm(a|Ã¤)nn(er)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichlandsmaÃ¤nnerzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?landsm(a|Ã¤)nn(er)? (.* )?zur wehr,do (.* )?countrymen? (.* )?defend themselves
9787,,setz(t|en) sich (.* )?leute (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichleutezurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?leute (.* )?zur wehr,set (.* )?people (.* )?defend themselves
9788,,setz(t|en) sich (.* )?lohnarbeiter(innen|in)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichlohnarbeiterinneninzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?lohnarbeiter(innen|in)? (.* )?zur wehr,wage workers (.* )? defend themselves
9789,,setz(t|en) sich (.* )?m(a|Ã¤)nn(er)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichmaÃ¤nnerzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?m(a|Ã¤)nn(er)? (.* )?zur wehr,set(t|en) themselves (.* )?men(women)? (.* )?to defend themselves
9790,,setz(t|en) sich (.* )?malocher(innen|in)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichmalocherinneninzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?malocher(innen|in)? (.* )?zur wehr,set(t|en) themselves (.* )?hard workers? (.* )?to defend themselves
9791,,setz(t|en) sich (.* )?masse(n)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichmassenzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?masse(n)? (.* )?zur wehr,set(t|en) themselves (.* )? mass(es)? (.* )? to defend themselves
9792,,setz(t|en) sich (.* )?mehrheit (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichmehrheitzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?mehrheit (.* )?zur wehr,defend themselves (.* )?majority (.* )?
9793,,setz(t|en) sich (.* )?mensch(en)? (.* )?zur wehr,menschen wehren sich,advocative,people-centrism,regex,never appeared term,setztensichmenschenzurwehr,TRUE,FALSE,0,setz(t|en) sich (.* )?mensch(en)? (.* )?zur wehr,set(t|en) themselves (.* )?people? (.* )?to defend themselves
